Rank,Gender,Caste,College_Branch
70738,M,OC,ADITYA ENGINEERING COLLEGE - EEE
71821,M,BC_D,ADITYA ENGINEERING COLLEGE - EEE
75458,M,BC_C,ADITYA ENGINEERING COLLEGE - INF
95421,M,BC_A,ADITYA ENGINEERING COLLEGE - INF
96667.1,M,BC_B,ADITYA ENGINEERING COLLEGE - INF
98862,M,ST,ADITYA ENGINEERING COLLEGE - INF
102921,M,BC_D,ADITYA ENGINEERING COLLEGE - INF
103532,M,BC_E,ADITYA ENGINEERING COLLEGE - INF
105909,M,SC,ADITYA ENGINEERING COLLEGE - INF
105942,F,BC_D,ADITYA ENGINEERING COLLEGE - CSE
107420,M,OC,ADITYA ENGINEERING COLLEGE - INF
113998,M,BC_C,ADITYA ENGINEERING COLLEGE - MEC
126572,F,BC_C,ADITYA ENGINEERING COLLEGE - CSE
126869,M,ST,ADITYA ENGINEERING COLLEGE - MEC
127088,F,BC_A,ADITYA ENGINEERING COLLEGE - CSE
128698,F,BC_E,ADITYA ENGINEERING COLLEGE - CSE
131562,F,BC_B,ADITYA ENGINEERING COLLEGE - CSE
132278,M,BC_A,ADITYA ENGINEERING COLLEGE - MEC
133877,M,OC,ADITYA ENGINEERING COLLEGE - MEC
133900,M,BC_B,ADITYA ENGINEERING COLLEGE - MEC
134262,M,SC,ADITYA ENGINEERING COLLEGE - MEC
134809,M,BC_D,ADITYA ENGINEERING COLLEGE - MEC
136277,M,BC_C,ADITYA ENGINEERING COLLEGE - MIN
138203,M,OC,ADITYA ENGINEERING COLLEGE - MIN
138489,M,BC_B,ADITYA ENGINEERING COLLEGE - MIN
139089,M,ST,ADITYA ENGINEERING COLLEGE - MIN
140282,M,SC,ADITYA ENGINEERING COLLEGE - MIN
141415,F,SC,ADITYA ENGINEERING COLLEGE - CSE
146108,M,BC_D,ADITYA ENGINEERING COLLEGE - PET
147807,M,SC,ADITYA ENGINEERING COLLEGE - PET
148350,F,ST,ADITYA ENGINEERING COLLEGE - CSE
148764,F,OC,ADITYA ENGINEERING COLLEGE - CSE
149794,M,BC_A,ADITYA ENGINEERING COLLEGE - PET
150220,M,OC,ADITYA ENGINEERING COLLEGE - PET
150567,M,BC_B,ADITYA ENGINEERING COLLEGE - PET
18465,F,SC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CIV
30191,F,BC_B,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CIV
30949,F,BC_A,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CIV
31780,F,OC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CIV
32006,F,BC_D,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CIV
37631,F,OC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSD
38107,F,BC_B,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSD
38414,F,BC_A,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSD
39609,F,BC_D,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSD
43275,M,SC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - ECE
48973,M,BC_B,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - ECE
49745,M,OC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - ECE
49825,M,BC_D,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - ECE
50359,M,BC_A,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - ECE
52263,M,ST,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - EEE
62686,F,SC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSE
64859,M,BC_A,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - EEE
65639,M,SC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - EEE
66713,M,BC_B,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - EEE
67321,M,BC_D,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - EEE
67748,M,OC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - EEE
71537,F,ST,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSE
71656,F,BC_E,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSE
76497,F,OC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSE
76527,F,BC_B,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSE
76644,F,BC_A,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSE
76694,F,BC_D,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSE
94512,M,ST,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - INF
105648,M,BC_D,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - INF
107242,M,BC_E,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - INF
108678,M,BC_B,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - INF
108874,M,OC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - INF
108974,M,SC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - INF
109031,F,OC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSM
109763,M,BC_A,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - INF
122775,M,BC_D,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - MEC
125367,M,BC_E,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - MEC
128724,M,BC_A,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - MEC
130028,F,BC_B,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSM
140299,M,ST,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - MEC
143005,F,BC_A,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSM
147024,M,OC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - MEC
147283,F,SC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSM
149002,F,BC_D,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSM
150465,M,BC_B,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - MEC
151231,F,ST,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - CSM
151639,M,SC,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT - MEC
44768,F,BC_E,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CBA
60274,M,ST,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSE
77484,F,BC_B,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CBA
79852,F,BC_D,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CBA
80244,F,BC_A,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CBA
81217,F,SC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CBA
83010,F,OC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CBA
92599,M,BC_C,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSE
97251,M,BC_A,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSE
99790,M,OC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSE
104261,F,BC_E,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CIC
105736,M,BC_E,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSM
108785,F,BC_D,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CIC
109151,M,BC_B,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSM
109561,F,OC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CIC
109657,F,BC_A,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CIC
109877,F,BC_B,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CIC
110041,F,SC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CIC
110462,F,SC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CIV
110535,M,SC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSM
111426,F,OC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CIV
112068,M,OC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSM
112072,M,BC_D,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSM
113675,M,SC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECA
114532,M,OC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECA
114664,M,BC_D,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECA
115066,M,BC_A,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECA
132064,M,BC_C,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECE
133944,F,BC_B,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSD
137903,F,ST,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSD
140992,F,SC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSD
141167,F,BC_D,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSD
141168,M,BC_E,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECE
141983,M,BC_B,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECE
142311,M,OC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECE
142789,M,ST,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECE
142833,M,BC_D,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECE
143414,F,BC_E,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSD
143620,M,SC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECE
143876,M,BC_A,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - ECE
144171,M,OC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - EEE
145312,F,BC_A,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSD
145391,F,OC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSD
145963,F,BC_D,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSE
147044,M,BC_B,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - EVT
147356,F,BC_E,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSE
148231,F,BC_B,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSE
149360,M,BC_E,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - EVT
149366,M,OC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - EVT
150561,M,SC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - EVT
150637,M,BC_D,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - EVT
151267,M,ST,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - EVT
151288,F,SC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - CSE
151620,M,SC,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY - MEC
32707,F,BC_E,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CIV
35058,F,ST,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CIV
42075,F,BC_B,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CIV
44070,F,OC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CIV
56425,F,BC_D,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSD
62106,F,BC_A,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSD
62511,F,BC_B,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSD
64006,F,OC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSD
64188,F,BC_E,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSD
91666,F,BC_E,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSE
94492,F,OC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSE
94896,F,BC_D,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSE
94965,F,SC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSE
96050,F,BC_A,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSE
97158,F,BC_B,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSE
114444,M,BC_B,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - ECE
114630,M,BC_D,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - ECE
120483,F,ST,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSM
124919,M,OC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - ECE
126263,M,BC_A,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - ECE
126472,M,BC_E,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - ECE
129784,M,BC_E,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EEE
130803,M,SC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EEE
131101,M,ST,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EEE
131980,M,BC_A,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EEE
133188,M,BC_B,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EEE
134200,M,BC_D,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EEE
134240,M,OC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EEE
138748,F,OC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSM
143213,F,SC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSM
143294,F,BC_B,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSM
145222,M,BC_E,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EVT
146135,F,BC_A,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSM
146308,M,OC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EVT
146671,F,BC_D,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSM
147298,M,BC_A,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EVT
147670,F,BC_E,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - CSM
148600,M,BC_D,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EVT
149706,M,BC_B,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EVT
150197,F,ST,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - ECE
150681,M,SC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EVT
150837,M,ST,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - EVT
150892,M,SC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - MEC
151675,M,ST,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - MEC
151755,F,SC,ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI - ECE
74391,F,BC_B,ANDHRA ENGINEERING COLLEGE - AIM
77760,F,BC_A,ANDHRA ENGINEERING COLLEGE - AIM
78469,F,SC,ANDHRA ENGINEERING COLLEGE - AIM
86278,F,OC,ANDHRA ENGINEERING COLLEGE - AIM
88642,F,BC_E,ANDHRA ENGINEERING COLLEGE - AIM
126496,M,BC_A,ANDHRA ENGINEERING COLLEGE - CSE
144861,M,BC_A,ANDHRA ENGINEERING COLLEGE - ECE
145023,F,SC,ANDHRA ENGINEERING COLLEGE - CSE
145218,M,OC,ANDHRA ENGINEERING COLLEGE - ECE
145300,F,BC_B,ANDHRA ENGINEERING COLLEGE - CSE
146765,F,OC,ANDHRA ENGINEERING COLLEGE - CSE
147470,M,SC,ANDHRA ENGINEERING COLLEGE - ECE
147637,F,BC_E,ANDHRA ENGINEERING COLLEGE - CSE
148245,M,BC_D,ANDHRA ENGINEERING COLLEGE - ECE
149031,F,BC_D,ANDHRA ENGINEERING COLLEGE - CSE
14484,F,BC_D,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CIV
23577,F,OC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CIV
27643,M,BC_A,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSM
42802,F,BC_E,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSD
43137,F,BC_C,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSD
45322,F,OC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSD
45602,F,BC_A,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSD
47246,F,BC_D,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSD
47571,F,SC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSD
47738,F,BC_B,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSD
57874,M,BC_C,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - ECE
60415,M,BC_E,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - ECE
67734,M,OC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - ECE
81876,M,BC_B,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - ECE
82408,M,BC_A,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - ECE
83340,M,BC_D,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - ECE
83473,F,BC_D,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSE
83737,M,SC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - ECE
91424,F,OC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSE
92558,M,BC_E,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - EEE
95356,F,ST,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSE
96661,M,BC_C,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - EEE
97747,F,BC_A,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSE
100822,M,BC_B,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - EEE
100966,M,ST,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - EEE
103805,M,OC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - EEE
103832,M,SC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - EEE
104823,F,BC_E,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSE
105412,M,BC_A,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - EEE
107214,F,BC_B,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSE
110202,F,SC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSE
111316,F,BC_C,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSE
115521,M,BC_C,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - INF
116118,F,BC_D,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSM
123986,F,BC_E,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSM
131485,F,SC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSM
132360,M,OC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - INF
133380,F,ST,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSM
134540,M,BC_A,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - INF
135337,M,BC_B,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - INF
138702,F,BC_C,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSM
138732,M,BC_D,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - INF
139572,M,ST,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - INF
139840,M,SC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - INF
147773,F,OC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSM
148537,M,SC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - MEC
148590,M,BC_B,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - MEC
148688,M,ST,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - MEC
149020,F,BC_B,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - CSM
150596,M,OC,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY - MEC
6565,F,BC_B,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CHE
6753,F,OC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CHE
7153,F,BC_A,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CHE
7351,F,BC_D,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CHE
10029,F,OC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CIV
10098,F,BC_A,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CIV
10278,F,BC_B,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CIV
10299,F,BC_D,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CIV
12476,M,BC_B,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSM
16629,M,BC_C,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - ECE
17355,M,BC_E,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - ECE
17392,M,BC_A,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - ECE
17833,M,OC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - ECE
17933,M,SC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - ECE
19384,M,BC_B,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - ECE
19388,M,BC_D,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - ECE
19820,F,BC_D,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSD
19921,F,BC_B,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSD
20099,F,SC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSD
20227,F,OC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSD
20277,F,BC_A,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSD
38847,M,BC_C,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - EEE
40807,M,ST,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - EEE
41780,M,BC_B,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - EEE
43714,M,OC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - EEE
47721,M,BC_A,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - EEE
50822,M,BC_D,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - EEE
51027,M,BC_E,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - EEE
51188,M,SC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - EEE
69994,M,BC_E,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - INF
73129,M,OC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - INF
77652,M,BC_A,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - INF
77931,M,SC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - INF
78089,M,BC_B,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - INF
78265,M,ST,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - INF
78429,M,BC_D,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - INF
79775,M,BC_C,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - MEC
86899,F,BC_E,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSE
90793,F,OC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSE
103112,F,BC_B,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSE
105296,F,BC_A,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSE
114158,M,BC_A,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - MEC
117272,F,SC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSE
121418,F,ST,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSE
124535,F,BC_C,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSE
127245,F,BC_D,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSE
131618,M,BC_D,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - MEC
141774,M,BC_E,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - MEC
143186,F,OC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSM
143424,M,ST,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - MEC
143433,F,BC_A,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSM
145460,F,ST,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSM
146834,F,BC_D,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSM
147727,M,OC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - MEC
149768,M,BC_B,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - MEC
151593,F,SC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - CSM
151642,M,SC,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI - MEC
36006,F,BC_A,ANNAMACHARYA INST OF TECH AND SCI - AID
52220,F,SC,ANNAMACHARYA INST OF TECH AND SCI - AID
56141,F,BC_E,ANNAMACHARYA INST OF TECH AND SCI - AID
62176,F,BC_B,ANNAMACHARYA INST OF TECH AND SCI - AID
62181,F,OC,ANNAMACHARYA INST OF TECH AND SCI - AID
66654,F,BC_D,ANNAMACHARYA INST OF TECH AND SCI - AID
70400,F,BC_B,ANNAMACHARYA INST OF TECH AND SCI - CIV
71251,F,OC,ANNAMACHARYA INST OF TECH AND SCI - CIV
94048,M,SC,ANNAMACHARYA INST OF TECH AND SCI - CSM
95478,M,OC,ANNAMACHARYA INST OF TECH AND SCI - CSM
96330,M,BC_A,ANNAMACHARYA INST OF TECH AND SCI - CSM
96960,M,BC_D,ANNAMACHARYA INST OF TECH AND SCI - CSM
97037,M,ST,ANNAMACHARYA INST OF TECH AND SCI - CSM
98008,M,BC_B,ANNAMACHARYA INST OF TECH AND SCI - CSM
98160,M,BC_E,ANNAMACHARYA INST OF TECH AND SCI - CSM
120067,M,BC_E,ANNAMACHARYA INST OF TECH AND SCI - ECE
121818,F,BC_B,ANNAMACHARYA INST OF TECH AND SCI - CSE
129809,M,BC_A,ANNAMACHARYA INST OF TECH AND SCI - ECE
130289,M,ST,ANNAMACHARYA INST OF TECH AND SCI - ECE
132481,F,ST,ANNAMACHARYA INST OF TECH AND SCI - CSE
136051,M,OC,ANNAMACHARYA INST OF TECH AND SCI - ECE
